code,rwork_torchref,rfree_torchref,rwork_phenix,rfree_phenix,d_min,n_atoms,delta_rwork,delta_rfree
1G1F,0.192500,0.245000,0.186600,0.236000,1.972686,2732,0.590000,0.900000
3UJ6,0.158800,0.203100,0.154300,0.202500,1.973830,2494,0.450000,0.060000
6J17,0.215600,0.255800,0.221400,0.270500,1.975030,2135,-0.580000,-1.470000
5KTK,0.191900,0.235400,0.204500,0.226100,1.975488,3763,-1.260000,0.930000
3GXQ,0.227500,0.276700,0.230300,0.262900,1.980040,1324,-0.280000,1.380000
2F9I,0.258700,0.290000,0.260400,0.287800,1.981854,9270,-0.170000,0.220000
1T74,0.189700,0.250000,0.204500,0.248000,1.988210,2221,-1.480000,0.200000
1APX,0.240700,0.267300,0.195300,0.253300,1.991004,8481,4.540000,1.400000
2XN4,0.211700,0.243000,0.171000,0.227900,1.992976,4897,4.070000,1.510000
2UZ8,0.197100,0.268400,0.203100,0.258900,1.996475,2793,-0.600000,0.950000
3KZP,0.222700,0.279400,0.203400,0.258300,1.996583,4243,1.930000,2.110000
2AE0,0.203200,0.249900,0.211000,0.241400,1.996942,2923,-0.780000,0.850000
4BQK,0.317500,0.330600,0.313200,0.326800,1.997468,7163,0.430000,0.380000
6J72,0.197200,0.239200,0.222000,0.245300,1.998964,4719,-2.480000,-0.610000
1Z05,0.187300,0.245300,0.191000,0.226400,1.998994,3641,-0.370000,1.890000
2OO3,0.178600,0.231300,0.165100,0.209800,1.999022,2381,1.350000,2.150000
1DYK,0.197800,0.239200,0.203200,0.233000,1.999636,3113,-0.540000,0.620000
3VSM,0.153900,0.209700,0.160400,0.204000,1.999962,5699,-0.650000,0.570000
3CGG,0.191900,0.237300,0.176100,0.220500,1.999997,3296,1.580000,1.680000
4MAA,0.163300,0.218300,0.170900,0.214000,2.000001,3090,-0.760000,0.430000
4ZV9,0.218900,0.244600,0.206200,0.240000,2.000003,12803,1.270000,0.460000
3QTA,0.195400,0.216100,0.178600,0.204200,2.000004,3579,1.680000,1.190000
3RBQ,0.193000,0.235600,0.191100,0.229500,2.000005,9360,0.190000,0.610000
4FYU,0.182400,0.231800,0.193800,0.223800,2.000007,3765,-1.140000,0.800000
5WB4,0.228800,0.267400,0.226600,0.273700,2.000012,12043,0.220000,-0.630000
6CGO,0.220900,0.256800,0.221000,0.260000,2.000017,9033,-0.010000,-0.320000
4JPR,0.214100,0.292400,0.230400,0.245500,2.000028,564,-1.630000,4.690000
3ZIE,0.195100,0.244200,0.193100,0.233600,2.000031,4331,0.200000,1.060000
2DOB,0.196100,0.307400,0.205000,0.296700,2.000038,686,-0.890000,1.070000
2CKL,0.219800,0.257600,0.205000,0.236300,2.000038,1691,1.480000,2.130000
3GM5,0.206300,0.280700,0.213000,0.273900,2.000038,1399,-0.670000,0.680000
3ML3,0.184900,0.216900,0.192600,0.220100,2.000050,1236,-0.770000,-0.320000
2I8B,0.196500,0.239700,0.193000,0.232400,2.000059,2253,0.350000,0.730000
3RAZ,0.202400,0.262600,0.227500,0.239400,2.000070,1088,-2.510000,2.320000
5L33,0.194800,0.279900,0.190700,0.257400,2.000070,987,0.410000,2.250000
3FKK,0.175700,0.230800,0.173400,0.201200,2.000075,5137,0.230000,2.960000
1ZEJ,0.189500,0.238800,0.199800,0.227300,2.000079,2406,-1.030000,1.150000
5MLZ,0.220800,0.271500,0.247700,0.271700,2.000085,3071,-2.690000,-0.020000
1BM7,0.183100,0.238100,0.194500,0.234100,2.000117,1896,-1.140000,0.400000
1TE5,0.217000,0.272100,0.212600,0.260200,2.000175,4165,0.440000,1.190000
2GA1,0.191500,0.236100,0.190500,0.237400,2.000214,1838,0.100000,-0.130000
3CU3,0.208000,0.250500,0.164600,0.220500,2.000309,1459,4.340000,3.000000
5U9Z,0.335300,0.356200,0.333700,0.356600,2.001004,6381,0.160000,-0.040000
1CSM,0.224600,0.249800,0.205800,0.241600,2.001227,4275,1.880000,0.820000
2P8J,0.192800,0.232800,0.200900,0.237300,2.001420,3761,-0.810000,-0.450000
2CZV,0.205500,0.253000,0.212200,0.253400,2.001442,5769,-0.670000,-0.040000
6V7M,0.284700,0.349400,0.206700,0.291200,2.001712,1316,7.800000,5.820000
4OH5,0.197200,0.278700,0.211900,0.271400,2.002000,2187,-1.470000,0.730000
1RFX,0.184600,0.208000,0.185500,0.205300,2.002449,2279,-0.090000,0.270000
4JLX,0.196700,0.240600,0.205400,0.239200,2.003626,3058,-0.870000,0.140000
5J4A,0.196300,0.260000,0.209100,0.261400,2.004131,3537,-1.280000,-0.140000
5Z8L,0.201000,0.264500,0.212600,0.251100,2.005004,1784,-1.160000,1.340000
3BJ6,0.175500,0.227500,0.159400,0.210200,2.005860,2983,1.610000,1.730000
1XVS,0.206100,0.244700,0.200700,0.232400,2.009778,2226,0.540000,1.230000
5O51,0.224500,0.270300,0.245600,0.286900,2.010005,2539,-2.110000,-1.660000
1J3P,0.202900,0.259600,0.212600,0.255900,2.020038,3252,-0.970000,0.370000
1A0F,0.180500,0.214300,0.177400,0.201100,2.024354,3444,0.310000,1.320000
4UDA,0.203000,0.233700,0.198800,0.228300,2.030116,2215,0.420000,0.540000
1IDQ,0.168600,0.204200,0.167300,0.202900,2.034380,4938,0.130000,0.130000
2JAC,0.187700,0.268600,0.189200,0.234300,2.035985,940,-0.150000,3.430000
3UZE,0.231100,0.269700,0.220000,0.273100,2.037003,5202,1.110000,-0.340000
3DXI,0.226600,0.252300,0.172400,0.214100,2.041435,5201,5.420000,3.820000
1KDD,0.240700,0.343200,0.281000,0.365400,2.045116,1706,-4.030000,-2.220000
7C7E,0.237100,0.297200,0.241000,0.266500,2.046512,1157,-0.390000,3.070000
3CB5,0.240000,0.271400,0.227500,0.265900,2.048835,7487,1.250000,0.550000
2XGG,0.196500,0.243200,0.216000,0.254300,2.050010,2361,-1.950000,-1.110000
4BVE,0.191200,0.226400,0.168500,0.202500,2.050067,2545,2.270000,2.390000
3LLI,0.233300,0.274900,0.263500,0.284000,2.050071,2178,-3.020000,-0.910000
1DAW,0.220100,0.283700,0.211600,0.269000,2.050077,3051,0.850000,1.470000
4C6R,0.200900,0.242800,0.203100,0.252300,2.050088,5616,-0.220000,-0.950000
3VUQ,0.200200,0.253800,0.210300,0.258900,2.050280,6063,-1.010000,-0.510000
3GR5,0.212000,0.272100,0.227500,0.266800,2.050552,1329,-1.550000,0.530000
1T6A,0.196400,0.266100,0.194300,0.247700,2.052940,1101,0.210000,1.840000
7CG9,0.240400,0.293200,0.243100,0.284400,2.053836,1511,-0.270000,0.880000
3BNK,0.201900,0.236800,0.200300,0.230600,2.054219,3059,0.160000,0.620000
4ZHL,0.217800,0.281600,0.226200,0.278300,2.057270,2080,-0.840000,0.330000
3OOQ,0.196200,0.222100,0.175100,0.215000,2.059855,31584,2.110000,0.710000
1TFR,0.203100,0.266800,0.198300,0.244100,2.060132,2506,0.480000,2.270000
1T76,0.194200,0.271200,0.197700,0.266100,2.066489,2236,-0.350000,0.510000
1C3F,0.228200,0.295500,0.207700,0.290900,2.068051,2270,2.050000,0.460000
2Z1D,0.173100,0.216600,0.162900,0.210600,2.070496,6383,1.020000,0.600000
6TWJ,0.239500,0.280200,0.233800,0.278300,2.072443,6432,0.570000,0.190000
5JZI,0.319000,0.346400,0.307100,0.352300,2.075034,13325,1.190000,-0.590000
5W4J,0.184100,0.258900,0.198800,0.254200,2.080042,789,-1.470000,0.470000
3AMH,0.170400,0.212700,0.173300,0.218900,2.082708,4542,-0.290000,-0.620000
3VHL,0.181500,0.233600,0.191000,0.233200,2.084851,3781,-0.950000,0.040000
6EYS,0.259400,0.287000,0.242700,0.297000,2.090855,15767,1.670000,-1.000000
1DQ3,0.200800,0.258900,0.184000,0.248900,2.091197,4088,1.680000,1.000000
1VR4,0.289000,0.314900,0.211100,0.271100,2.094001,3756,7.790000,4.380000
3G3O,0.200700,0.243900,0.201200,0.227700,2.097846,2564,-0.050000,1.620000
5V8W,0.188300,0.231400,0.193600,0.229800,2.097882,6055,-0.530000,0.160000
4N5X,0.189900,0.239200,0.189900,0.253600,2.098813,1390,0.000000,-1.440000
3C7J,0.200200,0.263400,0.199200,0.255900,2.099008,4037,0.100000,0.750000
3WTQ,0.217800,0.257500,0.224000,0.268100,2.099768,2159,-0.620000,-1.060000
1VK0,0.184100,0.229700,0.192000,0.232500,2.099998,10215,-0.790000,-0.280000
4MG6,0.171800,0.223300,0.168000,0.223100,2.100001,4376,0.380000,0.020000
3DEE,0.244800,0.317000,0.211600,0.292500,2.100003,1735,3.320000,2.450000
1VCE,0.191800,0.233100,0.196700,0.231800,2.100006,4676,-0.490000,0.130000
4C1S,0.210600,0.240700,0.206600,0.237200,2.100033,6437,0.400000,0.350000
5JI5,0.205400,0.259200,0.185100,0.243100,2.100034,2497,2.030000,1.610000
2WP1,0.215100,0.231200,0.221700,0.248800,2.100049,2247,-0.660000,-1.760000
4BU1,0.317900,0.358000,0.311400,0.372300,2.100054,3613,0.650000,-1.430000
2R5F,0.189900,0.227200,0.192200,0.231800,2.100055,1763,-0.230000,-0.460000
2QSV,0.186100,0.228800,0.191800,0.233900,2.100075,1937,-0.570000,-0.510000
4L92,0.182100,0.224000,0.184400,0.222400,2.100077,6959,-0.230000,0.160000
3FVV,0.209400,0.239500,0.189800,0.226100,2.100114,3641,1.960000,1.340000
3E8S,0.164600,0.198000,0.170700,0.192400,2.100117,2000,-0.610000,0.560000
3ZH9,0.224000,0.259800,0.240300,0.275300,2.100129,2908,-1.630000,-1.550000
3QVJ,0.194800,0.232000,0.190700,0.216100,2.100161,3719,0.410000,1.590000
3AJW,0.304000,0.374000,0.313400,0.377600,2.100184,1265,-0.940000,-0.360000
3AX3,0.220300,0.292600,0.245000,0.286100,2.100295,2488,-2.470000,0.650000
4NPJ,0.235000,0.275800,0.260700,0.291000,2.100528,4797,-2.570000,-1.520000
3DIW,0.243800,0.306300,0.221500,0.287400,2.100704,2002,2.230000,1.890000
1GYJ,0.221700,0.274100,0.213500,0.284900,2.101841,1351,0.820000,-1.080000
3JST,0.190700,0.228400,0.172000,0.194100,2.101960,1728,1.870000,3.430000
3L6F,0.196700,0.243300,0.208500,0.247200,2.102096,3340,-1.180000,-0.390000
2NN4,0.226800,0.284900,0.222900,0.278900,2.102617,1637,0.390000,0.600000
5E15,0.216100,0.249300,0.212000,0.250400,2.102812,3875,0.410000,-0.110000
3M1G,0.186700,0.212900,0.179400,0.199800,2.103159,8134,0.730000,1.310000
1JAD,0.267800,0.301100,0.253100,0.318400,2.103641,4154,1.470000,-1.730000
1TVL,0.186500,0.233400,0.200600,0.227100,2.103770,3299,-1.410000,0.630000
5TDY,0.206600,0.263400,0.181900,0.243900,2.104842,2263,2.470000,1.950000
7K2C,0.247300,0.288700,0.246200,0.286400,2.106962,4502,0.110000,0.230000
6U2D,0.225100,0.269100,0.235500,0.268300,2.109546,2316,-1.040000,0.080000
4D51,0.254000,0.289200,0.273100,0.288100,2.110018,2658,-1.910000,0.110000
3X0X,0.190800,0.228200,0.198500,0.249800,2.114062,25802,-0.770000,-2.160000
1A46,0.168700,0.213400,0.149000,0.188600,2.128069,2503,1.970000,2.480000
3JSB,0.200500,0.248200,0.211000,0.245500,2.130021,3259,-1.050000,0.270000
4FUV,0.219500,0.292900,0.240000,0.290400,2.144392,1859,-2.050000,0.250000
2PQN,0.203400,0.233900,0.214300,0.227500,2.147261,1231,-1.090000,0.640000
3TVA,0.181100,0.212300,0.175600,0.202000,2.148162,5060,0.550000,1.030000
1I3A,0.231200,0.275400,0.196300,0.268600,2.149450,1707,3.490000,0.680000
3CSV,0.180500,0.207900,0.175600,0.205600,2.150032,2807,0.490000,0.230000
1OSC,0.191500,0.250800,0.207900,0.243100,2.150035,5495,-1.640000,0.770000
3CY3,0.190200,0.226500,0.184600,0.233300,2.150056,2509,0.560000,-0.680000
1ANU,0.175000,0.218700,0.173200,0.212400,2.150230,1067,0.180000,0.630000
6EC7,0.220200,0.262200,0.234400,0.271300,2.151002,6480,-1.420000,-0.910000
4CGB,0.227300,0.276200,0.214500,0.262100,2.154159,2083,1.280000,1.410000
2QYA,0.238300,0.283100,0.231300,0.296100,2.170056,3630,0.700000,-1.300000
2QCO,0.223300,0.283900,0.227700,0.267800,2.173924,1686,-0.440000,1.610000
4WAL,0.177800,0.213200,0.186700,0.243600,2.178206,1248,-0.890000,-3.040000
7F9K,0.198900,0.279700,0.209600,0.287300,2.180016,1191,-1.070000,-0.760000
3I38,0.242300,0.299200,0.234100,0.276500,2.193238,9501,0.820000,2.270000
4WWM,0.216100,0.266300,0.216400,0.267800,2.196848,1424,-0.030000,-0.150000
6ZH1,0.247300,0.322600,0.236600,0.310900,2.199020,2543,1.070000,1.170000
1WV8,0.232900,0.339900,0.242000,0.331200,2.199249,579,-0.910000,0.870000
5N8R,0.207700,0.226800,0.197800,0.236900,2.199505,14846,0.990000,-1.010000
1WTY,0.218400,0.247000,0.215800,0.246600,2.199907,3939,0.260000,0.040000
6EUS,0.251200,0.280800,0.236700,0.278800,2.200002,16600,1.450000,0.200000
3KKE,0.201300,0.252200,0.207000,0.254000,2.200003,8251,-0.570000,-0.180000
4X3E,0.205700,0.232400,0.187400,0.222600,2.200005,3147,1.830000,0.980000
2NTX,0.231300,0.282000,0.225900,0.258600,2.200005,4849,0.540000,2.340000
3TZY,0.214300,0.247100,0.222100,0.246200,2.200005,7427,-0.780000,0.090000
6PSK,0.224600,0.273800,0.234300,0.269800,2.200016,1891,-0.970000,0.400000
1YK3,0.216700,0.261300,0.210100,0.259200,2.200020,13515,0.660000,0.210000
1VLM,0.231000,0.269900,0.208500,0.259200,2.200026,3370,2.250000,1.070000
3NA7,0.241200,0.295300,0.263600,0.298900,2.200027,1994,-2.240000,-0.360000
4G3H,0.191100,0.239600,0.193200,0.244300,2.200029,10439,-0.210000,-0.470000
3W3W,0.255000,0.284500,0.257400,0.282300,2.200033,8039,-0.240000,0.220000
2IJE,0.202200,0.228200,0.192900,0.228200,2.200036,2103,0.930000,0.000000
4JGX,0.190400,0.235800,0.202000,0.240100,2.200037,2020,-1.160000,-0.430000
3NO8,0.199000,0.261900,0.206400,0.252100,2.200039,2514,-0.740000,0.980000
2A25,0.228200,0.348700,0.228500,0.287800,2.200046,1320,-0.030000,6.090000
5Q1H,0.199200,0.233800,0.207400,0.248800,2.200047,8281,-0.820000,-1.500000
2F8L,0.184900,0.215400,0.188900,0.208700,2.200051,2767,-0.400000,0.670000
3N74,0.202800,0.225200,0.173400,0.217800,2.200057,7154,2.940000,0.740000
3T9O,0.198200,0.204800,0.197600,0.222100,2.200096,1905,0.060000,-1.730000
3GUV,0.239600,0.283200,0.243200,0.273500,2.200450,1173,-0.360000,0.970000
3QC1,0.237300,0.289800,0.255600,0.298200,2.200494,1585,-1.830000,-0.840000
3DJN,0.204800,0.257400,0.187500,0.244500,2.200570,1021,1.730000,1.290000
3JWH,0.215400,0.280400,0.229700,0.273700,2.202012,3188,-1.430000,0.670000
3UVO,0.218400,0.282900,0.225700,0.304300,2.202578,2438,-0.730000,-2.140000
6J7Y,0.202000,0.254100,0.215600,0.247000,2.202589,2665,-1.360000,0.710000
1ETE,0.244000,0.304600,0.242800,0.319400,2.203287,4494,0.120000,-1.480000
3V70,0.214700,0.254800,0.211800,0.266100,2.206465,3292,0.290000,-1.130000
7DQG,0.200500,0.243800,0.208700,0.242500,2.208967,1435,-0.820000,0.130000
5LEA,0.262200,0.308100,0.260500,0.321600,2.209413,2424,0.170000,-1.350000
4UCI,0.188100,0.219600,0.198300,0.210200,2.210001,6525,-1.020000,0.940000
5CX2,0.292900,0.353800,0.267100,0.374200,2.210030,1696,2.580000,-2.040000
1Y8Q,0.202600,0.223200,0.193100,0.226800,2.217328,13817,0.950000,-0.360000
4EOY,0.248700,0.285800,0.218300,0.296100,2.222293,3648,3.040000,-1.030000
2EXU,0.177900,0.249000,0.196100,0.233300,2.225396,1628,-1.820000,1.570000
2FFF,0.206200,0.256100,0.191600,0.247800,2.225953,3849,1.460000,0.830000
6FX6,0.216500,0.269100,0.213100,0.261400,2.228005,1953,0.340000,0.770000
2Q1Z,0.373100,0.438800,0.273100,0.356500,2.239024,10368,10.000000,8.230000
5DRM,0.182000,0.224400,0.177300,0.220100,2.240542,4199,0.470000,0.430000
4Q13,0.229600,0.279100,0.218700,0.281700,2.241193,3784,1.090000,-0.260000
2XPL,0.208000,0.295800,0.221800,0.307100,2.248756,2324,-1.380000,-1.130000
2P62,0.195900,0.245200,0.209500,0.236700,2.249991,4019,-1.360000,0.850000
4RHO,0.259200,0.295500,0.237800,0.304500,2.250007,4082,2.140000,-0.900000
2C90,0.252100,0.278800,0.227600,0.289300,2.250094,2646,2.450000,-1.050000
1IKN,0.229500,0.271800,0.230500,0.285800,2.250901,4979,-0.100000,-1.400000
3HBC,0.187000,0.241000,0.194600,0.253000,2.269217,2650,-0.760000,-1.200000
1JN9,0.198200,0.232900,0.176000,0.225700,2.270042,4526,2.220000,0.720000
6OHI,0.216400,0.244700,0.211300,0.247000,2.272001,2960,0.510000,-0.230000
1A7V,0.247700,0.329600,0.149500,0.234400,2.272762,2123,9.820000,9.520000
5DI9,0.211300,0.245700,0.205200,0.248000,2.278605,11370,0.610000,-0.230000
1OC0,0.205400,0.275600,0.196100,0.241700,2.280005,3324,0.930000,3.390000
4EWI,0.207400,0.271000,0.221200,0.273600,2.280053,1650,-1.380000,-0.260000
5A0T,0.179600,0.215300,0.182600,0.216300,2.282618,7742,-0.300000,-0.100000
1WU2,0.214800,0.265800,0.200800,0.256400,2.283683,6401,1.400000,0.940000
4RIS,0.192200,0.222700,0.180800,0.224400,2.284132,3694,1.140000,-0.170000
2I7H,0.188500,0.218500,0.164600,0.217000,2.288015,10972,2.390000,0.150000
4QXA,0.197300,0.257300,0.205900,0.247500,2.292019,2696,-0.860000,0.980000
1YRX,0.233300,0.287200,0.262300,0.303400,2.294037,2962,-2.900000,-1.620000
6VD8,0.237400,0.277100,0.223400,0.259500,2.295029,1259,1.400000,1.760000
3H1T,0.214500,0.251900,0.210300,0.259200,2.296760,4519,0.420000,-0.730000
2FQM,0.231400,0.283800,0.249700,0.298200,2.298056,3277,-1.830000,-1.440000
3BSD,0.221300,0.273200,0.218600,0.302300,2.298702,3481,0.270000,-2.910000
5TJA,0.241000,0.317500,0.244200,0.320200,2.299038,1629,-0.320000,-0.270000
2B7O,0.176300,0.219000,0.185600,0.220200,2.299122,7329,-0.930000,-0.120000
1Q15,0.195600,0.239000,0.188800,0.233800,2.299922,15613,0.680000,0.520000
4PFS,0.203500,0.271800,0.191500,0.268300,2.299984,3708,1.200000,0.350000
6RFT,0.252300,0.273300,0.222200,0.286800,2.299988,20077,3.010000,-1.350000
4R10,0.181200,0.213100,0.187300,0.207500,2.299991,4653,-0.610000,0.560000
6ELU,0.201700,0.232600,0.204700,0.245100,2.299996,19153,-0.300000,-1.250000
6IR8,0.219600,0.261400,0.218300,0.265900,2.300010,1257,0.130000,-0.450000
5O4Y,0.254800,0.296800,0.242100,0.311300,2.300016,3210,1.270000,-1.450000
1OBR,0.180900,0.188600,0.140100,0.163500,2.300017,2709,4.080000,2.510000
5UV4,0.199900,0.250600,0.205400,0.230800,2.300025,2277,-0.550000,1.980000
5H5Y,0.212300,0.266900,0.226000,0.267300,2.300037,4776,-1.370000,-0.040000
4PQZ,0.223800,0.259400,0.249700,0.266400,2.300042,1173,-2.590000,-0.700000
1BIA,0.194800,0.250000,0.179200,0.249100,2.300049,2244,1.560000,0.090000
2Y9W,0.219600,0.240900,0.195500,0.249000,2.300059,8962,2.410000,-0.810000
2D0T,0.192100,0.228300,0.192500,0.240100,2.300066,6218,-0.040000,-1.180000
1AM7,0.190900,0.237700,0.154900,0.204500,2.300067,3816,3.600000,3.320000
6JC4,0.203000,0.258500,0.184000,0.225900,2.300078,6715,1.900000,3.260000
1AK5,0.225700,0.218400,0.192800,0.208200,2.300098,2582,3.290000,1.020000
2GD9,0.230500,0.265200,0.207900,0.249700,2.300228,3026,2.260000,1.550000
2VZB,0.188300,0.233800,0.179700,0.232100,2.300266,5830,0.860000,0.170000
6JZA,0.197300,0.282600,0.210300,0.265800,2.300281,652,-1.300000,1.680000
2Z7E,0.203500,0.271600,0.216600,0.276900,2.300671,3273,-1.310000,-0.530000
3PPU,0.181600,0.215100,0.183000,0.214900,2.301516,5264,-0.140000,0.020000
1RZN,0.197700,0.219600,0.205600,0.223500,2.301586,2607,-0.790000,-0.390000
3HTK,0.252600,0.284200,0.268200,0.299300,2.305730,3222,-1.560000,-1.510000
6LJ9,0.210600,0.265700,0.198700,0.261900,2.306523,4429,1.190000,0.380000
2GA9,0.211100,0.268200,0.200400,0.261500,2.306743,6333,1.070000,0.670000
3UNG,0.236900,0.296000,0.254300,0.316600,2.309640,4534,-1.740000,-2.060000
2P8Q,0.221800,0.256500,0.210400,0.257500,2.313724,7471,1.140000,-0.100000
3CQO,0.183800,0.225900,0.175300,0.212300,2.320756,7315,0.850000,1.360000
3VU6,0.221800,0.298200,0.227400,0.305100,2.324472,588,-0.560000,-0.690000
5DAY,0.220100,0.313100,0.243300,0.304200,2.329002,2945,-2.320000,0.890000
2QKL,0.212700,0.274500,0.223700,0.265900,2.330042,1812,-1.100000,0.860000
3T0Q,0.212500,0.260000,0.218300,0.274000,2.341774,2441,-0.580000,-1.400000
4J2N,0.282100,0.356600,0.292400,0.360800,2.347622,2301,-1.030000,-0.420000
5C5V,0.195700,0.230400,0.204700,0.225600,2.347882,5766,-0.900000,0.480000
5I47,0.260000,0.311400,0.257800,0.325900,2.349610,3921,0.220000,-1.450000
1A4E,0.155900,0.187700,0.144100,0.175800,2.350540,16879,1.180000,1.190000
6I1J,0.281200,0.324900,0.347400,0.548600,2.350752,233,-6.620000,-22.370000
3IO5,0.222000,0.282500,0.221900,0.266400,2.350814,4287,0.010000,1.610000
3EC1,0.223900,0.270400,0.238100,0.284300,2.352630,5245,-1.420000,-1.390000
3RST,0.190900,0.244500,0.203300,0.241800,2.366721,13957,-1.240000,0.270000
5TLD,0.224000,0.252300,0.202100,0.262300,2.373732,3897,2.190000,-1.000000
3W6K,0.216200,0.266500,0.241400,0.267200,2.373794,2860,-2.520000,-0.070000
1QJV,0.183000,0.234400,0.160600,0.224800,2.377253,5846,2.240000,0.960000
7F7G,0.251800,0.268100,0.222500,0.280900,2.389888,3408,2.930000,-1.280000
2P1L,0.220000,0.269100,0.230600,0.272300,2.391001,5300,-1.060000,-0.320000
6JJW,0.225700,0.275900,0.222200,0.277700,2.393315,960,0.350000,-0.180000
6DWX,0.168200,0.222100,0.172600,0.210200,2.394943,3966,-0.440000,1.190000
2B5E,0.212300,0.261900,0.230000,0.269900,2.398087,3975,-1.770000,-0.800000
2Z1Z,0.203600,0.234500,0.192000,0.243800,2.398485,6550,1.160000,-0.930000
5UQP,0.182900,0.234500,0.204300,0.248500,2.398661,1849,-2.140000,-1.400000
2Q3Y,0.179300,0.227700,0.185200,0.231400,2.399281,2196,-0.590000,-0.370000
4EX5,0.203800,0.218600,0.192200,0.220700,2.399980,8090,1.160000,-0.210000
6HR7,0.210700,0.261500,0.213300,0.275400,2.400000,6160,-0.260000,-1.390000
6CQL,0.219500,0.246200,0.215700,0.257900,2.400001,7018,0.380000,-1.170000
4ALY,0.233700,0.262000,0.223900,0.258100,2.400006,3370,0.980000,0.390000
4FC4,0.215600,0.231700,0.210200,0.240800,2.400013,19016,0.540000,-0.910000
1D9E,0.192000,0.222800,0.197100,0.226400,2.400020,8618,-0.510000,-0.360000
3IC8,0.223200,0.262100,0.200000,0.252800,2.400036,8579,2.320000,0.930000
7KQ0,0.224400,0.304700,0.237400,0.296700,2.400066,6086,-1.300000,0.800000
1OY5,0.278600,0.346200,0.278600,0.325800,2.400091,5379,0.000000,2.040000
6F1S,0.169000,0.222100,0.184600,0.192500,2.400097,1183,-1.560000,2.960000
3B23,0.208400,0.256700,0.215800,0.269400,2.400099,2515,-0.740000,-1.270000
2AP2,0.225600,0.278500,0.208500,0.266800,2.400123,3954,1.710000,1.170000
3R6B,0.238000,0.275300,0.233900,0.256900,2.400189,981,0.410000,1.840000
3E8V,0.215000,0.266600,0.220200,0.212500,2.400430,606,-0.520000,5.410000
2OWQ,0.255100,0.314500,0.233300,0.287300,2.400581,3725,2.180000,2.720000
2F9Z,0.199500,0.263500,0.208800,0.306100,2.401122,5552,-0.930000,-4.260000
4GMV,0.254000,0.294100,0.227900,0.300000,2.402827,4458,2.610000,-0.590000
7JN9,0.252300,0.304200,0.220500,0.297500,2.403713,1674,3.180000,0.670000
5GOX,0.255700,0.316300,0.260500,0.319000,2.405085,2980,-0.480000,-0.270000
6WT6,0.295700,0.336700,0.275400,0.341600,2.405941,2531,2.030000,-0.490000
3KXR,0.201800,0.257800,0.202100,0.235800,2.413830,1396,-0.030000,2.200000
6GBQ,0.248300,0.313500,0.248300,0.307000,2.429864,4006,0.000000,0.650000
3E98,0.220900,0.283300,0.216400,0.269000,2.430022,2791,0.450000,1.430000
3CAX,0.196600,0.210900,0.204700,0.207500,2.432614,3034,-0.810000,0.340000
3OFJ,0.248000,0.296900,0.213500,0.290200,2.434069,1344,3.450000,0.670000
1JAC,0.199000,0.255300,0.166000,0.229700,2.438061,4955,3.300000,2.560000
4PSI,0.253700,0.282300,0.237100,0.307400,2.450007,2142,1.660000,-2.510000
4FIX,0.218200,0.252300,0.217100,0.252400,2.450655,10408,0.110000,-0.010000
1OQE,0.249500,0.261500,0.217500,0.245900,2.453912,13240,3.200000,1.560000
6VHI,0.221000,0.238500,0.204000,0.232400,2.458940,840,1.700000,0.610000
6K6R,0.220400,0.239900,0.204000,0.255200,2.470881,2017,1.640000,-1.530000
6S2P,0.284800,0.388600,0.292900,0.368600,2.475763,2081,-0.810000,2.000000
5T1L,0.185900,0.242600,0.172100,0.234600,2.480028,7401,1.380000,0.800000
1R3U,0.197200,0.258600,0.180400,0.245300,2.483102,2953,1.680000,1.330000
6DT7,0.217800,0.258100,0.222700,0.263400,2.484139,5638,-0.490000,-0.530000
2NLY,0.224100,0.278800,0.218500,0.259900,2.485034,1684,0.560000,1.890000
6ANW,0.239000,0.254000,0.236100,0.260800,2.486031,2305,0.290000,-0.680000
1X1Q,0.214000,0.253900,0.183800,0.245400,2.489373,5984,3.020000,0.850000
6LZ4,0.266100,0.307600,0.259700,0.314200,2.492011,5175,0.640000,-0.660000
5CFF,0.242700,0.291900,0.250800,0.294800,2.492871,4632,-0.810000,-0.290000
3TU7,0.198700,0.243500,0.163800,0.225000,2.494743,2414,3.490000,1.850000
3SF5,0.180500,0.230800,0.171300,0.234000,2.495086,8053,0.920000,-0.320000
3P86,0.208700,0.239400,0.216000,0.243000,2.495321,4034,-0.730000,-0.360000
1VDD,0.245400,0.310100,0.234300,0.300100,2.495882,6126,1.110000,1.000000
3KFW,0.266500,0.340300,0.249200,0.313000,2.496041,1794,1.730000,2.730000
1UEF,0.271800,0.318400,0.237200,0.342100,2.497232,1836,3.460000,-2.370000
5WX8,0.257600,0.315300,0.222300,0.300900,2.499665,5634,3.530000,1.440000
4NWZ,0.258000,0.282600,0.251400,0.293500,2.500007,12454,0.660000,-1.090000
2YGK,0.258100,0.292800,0.241000,0.304600,2.500012,5250,1.710000,-1.180000
3H6E,0.207100,0.283200,0.204500,0.265900,2.500013,7469,0.260000,1.730000
3VYN,0.218800,0.257200,0.187500,0.237900,2.500014,5555,3.130000,1.930000
5LTD,0.240200,0.275000,0.232800,0.294900,2.500026,4888,0.740000,-1.990000
5LU2,0.247500,0.286300,0.230500,0.299800,2.500029,3880,1.700000,-1.350000
5OU8,0.239200,0.290700,0.222000,0.277200,2.500032,3114,1.720000,1.350000
