engine,code,r_work,r_free
refmac,1CSM,0.2095,0.2466
refmac,1DAW,0.2574,0.304
refmac,1DLM,0.2209,0.2632
refmac,1DQ3,0.3228,0.3808
refmac,1DQ8,0.2081,0.284
refmac,1e+79,0.329,0.3736
refmac,1EJ1,0.2562,0.294
refmac,1EJH,0.2589,0.2984
refmac,1ETE,0.2697,0.3387
refmac,1EZW,0.2302,0.2435
refmac,1F97,0.2179,0.2293
refmac,1FG3,0.2521,0.3012
refmac,1FIO,0.3832,0.4319
refmac,1FKM,0.2674,0.3094
refmac,1FSI,0.2649,0.3019
refmac,1GHW,0.3583,0.4068
refmac,1GPQ,0.2536,0.298
refmac,1GQ8,0.2399,0.257
refmac,1GQ9,0.2932,0.3145
refmac,1GUI,0.269,0.3155
refmac,1GYJ,0.2641,0.3093
refmac,1H8V,0.2444,0.2768
refmac,1HN0,0.2373,0.2698
refmac,1HNO,0.2205,0.2558
refmac,1HTN,0.181,0.22
refmac,1I1N,0.2605,0.2856
refmac,1I3A,0.2566,0.3229
refmac,1IDQ,0.1992,0.2215
refmac,1IKN,0.3296,0.3748
refmac,1ITK,0.246,0.2826
refmac,1J3P,0.2411,0.278
refmac,1J53,0.2889,0.3101
refmac,1J5W,0.2591,0.3169
refmac,1J8B,0.3955,0.4644
refmac,1JAC,0.2442,0.3047
refmac,1JAD,0.3637,0.386
refmac,1JN9,0.4334,0.4983
refmac,1JU3,0.2412,0.2624
refmac,1K6D,0.2433,0.2756
refmac,1K7T,0.2721,0.3156
refmac,1L9X,0.2181,0.2436
refmac,1LNZ,0.4078,0.4581
refmac,1M6E,0.214,0.2465
refmac,1N0L,0.3019,0.3558
refmac,1N6J,0.3848,0.426
refmac,1O4V,0.2047,0.2362
refmac,1O5T,0.3044,0.3897
refmac,1O6D,0.2631,0.2843
refmac,1OBR,0.1918,0.2093
refmac,1OC0,0.265,0.3507
refmac,1OE4,0.2607,0.2948
refmac,1OMW,0.2515,0.3302
refmac,1OSC,0.2069,0.2599
refmac,1OY5,0.3066,0.3634
refmac,1P3C,0.1898,0.2258
refmac,1P4X,0.3503,0.3579
refmac,1PG3,0.2207,0.2745
refmac,1PJR,0.3529,0.381
refmac,1PXZ,0.2232,0.2471
refmac,1Q15,0.2525,0.305
refmac,1QB5,0.1999,0.236
refmac,1QD9,0.2788,0.3252
refmac,1QJV,0.2222,0.2672
refmac,1QZN,0.2386,0.2828
refmac,1R1K,0.2404,0.3195
refmac,1R3U,0.2122,0.2687
refmac,1RFX,0.3233,0.3747
refmac,1RHC,0.2173,0.2382
refmac,1RJ1,0.2519,0.2802
refmac,1RJD,0.2533,0.2734
refmac,1RKG,0.2589,0.3257
refmac,1RZN,0.2358,0.2711
refmac,1S1C,0.2943,0.3665
refmac,1SO2,0.2414,0.2763
refmac,1SOT,0.3105,0.3591
refmac,1T3I,0.2293,0.2627
refmac,1TE5,0.3049,0.3433
refmac,1TGS,0.2369,0.2898
refmac,1TML,0.165,0.223
refmac,1TVL,0.2366,0.2756
refmac,1U1I,0.2669,0.3216
refmac,1UEF,0.3363,0.4123
refmac,1UJK,0.299,0.3323
refmac,1UKV,0.3275,0.3606
refmac,1UTB,0.2228,0.2577
refmac,1UVQ,0.3045,0.3374
refmac,1V8Q,0.2237,0.2843
refmac,1VB3,0.2428,0.2597
refmac,1VCE,0.2519,0.2939
refmac,1VDD,0.2402,0.2892
refmac,1VER,0.2082,0.2533
refmac,1VK0,0.259,0.3044
refmac,1VLM,0.2671,0.328
refmac,1VR4,0.2812,0.3292
refmac,1W2Y,0.2623,0.2864
refmac,1W8A,0.2089,0.2874
refmac,1WD8,0.2093,0.2722
refmac,1WDV,0.2742,0.3016
refmac,1WLZ,0.2828,0.2964
refmac,1WTJ,0.2509,0.2741
refmac,1WTY,0.2652,0.3189
refmac,1WU2,0.3285,0.3757
refmac,1WV8,0.4006,0.4776
refmac,1WW9,0.2659,0.2954
refmac,1X1Q,0.3132,0.3765
refmac,1X6O,0.2917,0.3027
refmac,1XVS,0.2895,0.3111
refmac,1XX1,0.246,0.2736
refmac,1Y7O,0.3023,0.3484
refmac,1Y8Q,0.2232,0.2522
refmac,1YEM,0.2365,0.2777
refmac,1YK3,0.2477,0.3022
refmac,1YMQ,0.2318,0.2563
refmac,1Z05,0.3409,0.3673
refmac,1Z3X,0.2569,0.2778
refmac,1ZEJ,0.2848,0.3147
refmac,1ZJ8,0.2593,0.3248
refmac,1ZKL,0.2452,0.2665
refmac,1ZZ0,0.2258,0.2451
refmac,2A25,0.2856,0.3258
refmac,2A3V,0.4082,0.4593
refmac,2A9S,0.2305,0.2436
refmac,2ACJ,0.4478,0.5059
refmac,2AE0,0.4227,0.4717
refmac,2AG0,0.2217,0.2743
refmac,2AHR,0.3041,0.3577
refmac,2AP2,0.4885,0.5311
refmac,2AQ4,0.3251,0.3465
refmac,2B2N,0.2904,0.3214
refmac,2B3X,0.3607,0.4179
refmac,2B5E,0.3797,0.4196
refmac,2B7O,0.2629,0.3031
refmac,2BON,0.2733,0.2992
refmac,2BTY,0.2517,0.3188
refmac,2C8X,0.3863,0.4307
refmac,2C90,0.3763,0.4484
refmac,2CB4,0.2395,0.2877
refmac,2CCH,0.338,0.3635
refmac,2CCM,0.2455,0.2801
refmac,2CKL,0.3099,0.3224
refmac,2CZV,0.2511,0.2897
refmac,2D0T,0.2248,0.2659
refmac,2D68,0.2972,0.2672
refmac,2DOB,0.4718,0.559
refmac,2DQ6,0.2534,0.2709
refmac,2DRY,0.3184,0.4089
refmac,2DX6,0.2861,0.3482
refmac,2E1M,0.4505,0.5427
refmac,2EO4,0.2697,0.3107
refmac,2EU9,0.2594,0.2844
refmac,2EXU,0.4898,0.5133
refmac,2F1F,0.2626,0.2922
refmac,2F2E,0.277,0.3022
refmac,2F8L,0.2421,0.2649
refmac,2F9I,0.2326,0.2636
refmac,2F9Z,0.257,0.3169
refmac,2FEX,0.2937,0.3203
refmac,2FFF,0.2234,0.2877
refmac,2FH9,0.3427,0.3913
refmac,2FTX,0.2922,0.3889
refmac,2G9W,0.3897,0.4129
refmac,2GA1,0.4635,0.468
refmac,2GA9,0.2495,0.3236
refmac,2GD9,0.3368,0.3646
refmac,2GT1,0.277,0.3305
refmac,2GUH,0.3438,0.363
refmac,2HXW,0.2757,0.2926
refmac,2I53,0.2313,0.2563
refmac,2I7H,0.257,0.2913
refmac,2IJE,0.2575,0.2943
refmac,2IO7,0.2109,0.2823
refmac,2IUC,0.2311,0.2692
refmac,2IVF,0.3065,0.3385
refmac,2IVM,0.26,0.274
refmac,2JAC,0.2444,0.291
refmac,2JFN,0.2534,0.264
refmac,2JH3,0.2568,0.2899
refmac,2NLY,0.2117,0.234
refmac,2NN4,0.2551,0.307
refmac,2NTX,0.3378,0.377
refmac,2NVN,0.2756,0.2932
refmac,2OD8,0.278,0.3659
refmac,2OO2,0.2293,0.2896
refmac,2OO3,0.2119,0.2487
refmac,2P0U,0.2223,0.2585
refmac,2P1L,0.2739,0.322
refmac,2P38,0.3048,0.3419
refmac,2P62,0.251,0.2812
refmac,2P8J,0.2776,0.3096
refmac,2P8Q,0.3275,0.3795
refmac,2PAV,0.2798,0.3102
refmac,2PJS,0.2624,0.3102
refmac,2PK9,0.294,0.3552
refmac,2PN0,0.3625,0.4051
refmac,2PQN,0.3327,0.3493
refmac,2PQV,0.2729,0.3019
refmac,2PY2,0.2628,0.2972
refmac,2Q1Z,0.3918,0.4275
refmac,2QCO,0.3038,0.3332
refmac,2QE9,0.3179,0.3575
refmac,2QH9,0.2772,0.334
refmac,2QHL,0.2773,0.2922
refmac,2QKL,0.3397,0.4364
refmac,2QL3,0.2663,0.3042
refmac,2QM7,0.2948,0.3279
refmac,2QML,0.3137,0.3487
refmac,2QOS,0.3066,0.3736
refmac,2QSV,0.2792,0.3425
refmac,2QYA,0.2882,0.3572
refmac,2R5F,0.2787,0.3118
refmac,2R6R,0.2604,0.2978
refmac,2RCC,0.2985,0.3269
refmac,2RH3,0.2333,0.2607
refmac,2V62,0.2506,0.2832
refmac,2VEF,0.2796,0.3216
refmac,2VUN,0.2284,0.2506
refmac,2VZB,0.2254,0.2834
refmac,2W3X,0.241,0.2815
refmac,2W9Y,0.2835,0.3055
refmac,2WDZ,0.2411,0.2797
refmac,2WNH,0.2414,0.2603
refmac,2WP1,0.453,0.457
refmac,2X1C,0.2149,0.2371
refmac,2X26,0.4252,0.4872
refmac,2XD0,0.3868,0.4431
refmac,2XDO,0.2575,0.3048
refmac,2XN4,0.3016,0.3414
refmac,2XPI,0.2439,0.3143
refmac,2XPL,0.2501,0.3086
refmac,2XVS,0.3637,0.4449
refmac,2Y9W,0.2705,0.3316
refmac,2YEU,0.3502,0.3854
refmac,2YFA,0.3688,0.4132
refmac,2YGB,0.3443,0.3635
refmac,2YGK,0.3019,0.3478
refmac,2YJT,0.2172,0.2767
refmac,2YN0,0.2524,0.2737
refmac,2Z1D,0.2378,0.2759
refmac,2Z1Z,0.2051,0.2444
refmac,2Z7E,0.3056,0.3551
refmac,2ZIU,0.4661,0.4978
refmac,2ZME,0.2817,0.3606
refmac,2ZON,0.2369,0.2616
refmac,2ZUL,0.2549,0.2786
refmac,3A58,0.3119,0.3596
refmac,3ADO,0.229,0.2543
refmac,3AMH,0.1943,0.2441
refmac,3AQG,0.2387,0.3
refmac,3ATQ,0.2383,0.277
refmac,3AV4,0.2963,0.35
refmac,3B2D,0.2694,0.3447
refmac,3B8I,0.2607,0.3044
refmac,3BCI,0.2394,0.2804
refmac,3BGU,0.3269,0.3599
refmac,3BJ6,0.3293,0.3712
refmac,3BNK,0.2386,0.2855
refmac,3BVQ,0.3187,0.3576
refmac,3C7J,0.4918,0.5598
refmac,3CAX,0.2215,0.245
refmac,3CB0,0.2583,0.2832
refmac,3CB5,0.2677,0.3047
refmac,3CBM,0.2656,0.2986
refmac,3CGG,0.2796,0.331
refmac,3CMQ,0.2152,0.2548
refmac,3CQO,0.2239,0.2717
refmac,3CU3,0.3496,0.3804
refmac,3CXM,0.245,0.2625
refmac,3D1M,0.2757,0.2993
refmac,3D49,0.3825,0.4005
refmac,3DEE,0.3428,0.4333
refmac,3DIW,0.3437,0.3721
refmac,3DJD,0.2594,0.2945
refmac,3DJN,0.2322,0.2276
refmac,3DLA,0.2108,0.2476
refmac,3DXI,0.2931,0.3388
refmac,3E7P,0.2434,0.2882
refmac,3E8S,0.267,0.2882
refmac,3E8V,0.298,0.3474
refmac,3e+98,0.3494,0.4004
refmac,3e+99,0.3053,0.3177
refmac,3EC1,0.3784,0.4364
refmac,3ED4,0.2908,0.3338
refmac,3EFY,0.2813,0.3103
refmac,3EUS,0.2537,0.2891
refmac,3FBI,0.2957,0.3435
refmac,3FJU,0.3,0.3118
refmac,3FKK,0.234,0.2539
refmac,3FPR,0.2645,0.2924
refmac,3FVE,0.2512,0.2911
refmac,3G39,0.2282,0.2484
refmac,3G3O,0.2487,0.2764
refmac,3G6L,0.27,0.3073
refmac,3G85,0.2889,0.3475
refmac,3GF6,0.2931,0.3422
refmac,3GLR,0.282,0.3203
refmac,3GM5,0.3006,0.3753
refmac,3GMV,0.3024,0.3468
refmac,3GQU,0.3335,0.3512
refmac,3GR5,0.2864,0.3254
refmac,3GXQ,0.3709,0.3936
refmac,3H1T,0.26,0.3078
refmac,3H6E,0.2453,0.3105
refmac,3H6R,0.2367,0.266
refmac,3H7O,0.2351,0.2604
refmac,3HBC,0.2799,0.3169
refmac,3HHC,0.3608,0.4325
refmac,3HL0,0.3265,0.3613
refmac,3HST,0.2467,0.295
refmac,3HTK,0.3893,0.449
refmac,3HTV,0.2899,0.3353
refmac,3I38,0.3163,0.3606
refmac,3IC8,0.2944,0.3625
refmac,3IHU,0.3532,0.4125
refmac,3IUG,0.2579,0.3012
refmac,3IVB,0.4093,0.4692
refmac,3JST,0.2594,0.2831
refmac,3JWH,0.2751,0.3213
refmac,3KFW,0.3161,0.3687
refmac,3KGR,0.2699,0.3144
refmac,3KKD,0.344,0.4061
refmac,3KKE,0.2365,0.2837
refmac,3KOL,0.3091,0.3386
refmac,3KXR,0.364,0.4586
refmac,3KZP,0.3599,0.4183
refmac,3L1W,0.2467,0.267
refmac,3L2H,0.2945,0.3159
refmac,3L6F,0.3117,0.3393
refmac,3LLI,0.3054,0.3296
refmac,3LOC,0.2772,0.3167
refmac,3LS0,0.2326,0.2427
refmac,3LW3,0.2569,0.2706
refmac,3M1T,0.3668,0.3781
refmac,3M91,0.492,0.498
refmac,3MB2,0.399,0.4332
refmac,3MKR,0.2255,0.2646
refmac,3ML3,0.2764,0.3163
refmac,3MML,0.2618,0.3087
refmac,3MQ2,0.2945,0.3323
refmac,3MV2,0.2783,0.3339
refmac,3MYU,0.2511,0.2933
refmac,3N39,0.2206,0.2902
refmac,3N55,0.2977,0.3005
refmac,3N5L,0.2742,0.2983
refmac,3N74,0.2281,0.2691
refmac,3N9U,0.2649,0.2945
refmac,3NJE,0.28,0.3021
refmac,3NO8,0.2554,0.3134
refmac,3OAP,0.2482,0.2568
refmac,3OC7,0.2288,0.2524
refmac,3OEC,0.2619,0.2978
refmac,3OFJ,0.2793,0.3634
refmac,3OOQ,0.2497,0.2985
refmac,3P86,0.2328,0.2787
refmac,3PFY,0.3485,0.3784
refmac,3PPU,0.2185,0.2613
refmac,3PZ8,0.263,0.3204
refmac,3QC1,0.31,0.3429
refmac,3QKL,0.3077,0.3265
refmac,3QLA,0.3998,0.417
refmac,3QNM,0.2828,0.3162
refmac,3QTA,0.338,0.3586
refmac,3QVJ,0.2659,0.3075
refmac,3R0Q,0.2627,0.3342
refmac,3R6B,0.5421,0.5374
refmac,3RAZ,0.2986,0.3298
refmac,3RLE,0.4559,0.4942
refmac,3RQ4,0.2837,0.3282
refmac,3RST,0.2104,0.2443
refmac,3SF5,0.2114,0.2897
refmac,3SHW,0.2411,0.2898
refmac,3SOL,0.293,0.3184
refmac,3SUZ,0.398,0.4464
refmac,3T0Q,0.3116,0.3559
refmac,3T9O,0.248,0.2811
refmac,3TCO,0.2415,0.2938
refmac,3THF,0.2619,0.287
refmac,3TIX,0.3186,0.3944
refmac,3TSZ,0.2555,0.2883
refmac,3TU7,0.3642,0.4638
refmac,3TVA,0.254,0.2728
refmac,3U1D,0.3081,0.3514
refmac,3U2A,0.3356,0.3487
refmac,3U66,0.3149,0.4009
refmac,3U9L,0.2591,0.293
refmac,3UN9,0.3193,0.4035
refmac,3UNG,0.2654,0.3204
refmac,3UTN,0.2523,0.2852
refmac,3UVO,0.2441,0.3133
refmac,3V70,0.2324,0.3039
refmac,3VD8,0.5163,0.5965
refmac,3VEP,0.522,0.5584
refmac,3VFO,0.4316,0.4495
refmac,3VFP,0.4118,0.4157
refmac,3VHL,0.3264,0.3938
refmac,3VPB,0.279,0.3057
refmac,3VRJ,0.3519,0.4009
refmac,3VSM,0.2354,0.2794
refmac,3VST,0.2277,0.2507
refmac,3VUQ,0.3248,0.3556
refmac,3VYN,0.201,0.2526
refmac,3W0L,0.2909,0.3654
refmac,3W3T,0.2735,0.3622
refmac,3W3W,0.2741,0.3098
refmac,3W56,0.2852,0.3337
refmac,3W8W,0.2692,0.318
refmac,3WNV,0.2677,0.3064
refmac,3WTQ,0.282,0.3135
refmac,3WW1,0.2204,0.2539
refmac,3X0X,0.2167,0.2662
refmac,3ZH9,0.2567,0.283
refmac,3ZIE,0.2595,0.3107
refmac,4AK1,0.4421,0.4552
refmac,4ALY,0.228,0.2601
refmac,4AOM,0.2742,0.3239
refmac,4AUP,0.2643,0.3221
refmac,4B18,0.2662,0.3063
refmac,4BU1,0.3932,0.4585
refmac,4BVE,0.2808,0.3057
refmac,4BX9,0.2429,0.2914
refmac,4C1S,0.2461,0.2835
refmac,4C6R,0.2869,0.3298
refmac,4CE5,0.2411,0.2539
refmac,4CGB,0.5307,0.5322
refmac,4CH9,0.2621,0.2738
refmac,4CKT,0.335,0.3085
refmac,4CLF,0.3264,0.3763
refmac,4CSO,0.2175,0.3092
refmac,4D51,0.2853,0.3124
refmac,4DA2,0.2581,0.2898
refmac,4DOV,0.3291,0.3393
refmac,4EOY,0.39,0.429
refmac,4EWI,0.3535,0.4187
refmac,4EX5,0.2557,0.2868
refmac,4F0F,0.3014,0.3386
refmac,4F27,0.2964,0.3365
refmac,4FC4,0.2121,0.2422
refmac,4FE9,0.2507,0.2735
refmac,4FIX,0.2437,0.2871
refmac,4FYU,0.2664,0.2965
refmac,4G3H,0.3241,0.3853
refmac,4GMV,0.2475,0.3075
refmac,4H9D,0.3264,0.404
refmac,4HIA,0.2778,0.3288
refmac,4HJW,0.2373,0.2848
refmac,4HKA,0.2553,0.2895
refmac,4HUJ,0.2726,0.3086
refmac,4ICH,0.268,0.3272
refmac,4IDI,0.2887,0.3182
refmac,4JGX,0.2419,0.2808
refmac,4JHN,0.216,0.2453
refmac,4JX2,0.3641,0.4122
refmac,4K36,0.3046,0.338
refmac,4KH9,0.2603,0.3025
refmac,4KYQ,0.2557,0.3044
refmac,4L7Z,0.2802,0.3266
refmac,4L9U,0.4682,0.5231
refmac,4LD7,0.2465,0.3202
refmac,4LZ2,0.2852,0.3147
refmac,4MAA,0.2381,0.2757
refmac,4ME9,0.2524,0.2923
refmac,4MG5,0.2623,0.2933
refmac,4MG6,0.2716,0.3325
refmac,4MJG,0.2532,0.3281
refmac,4N39,0.3342,0.3599
refmac,4N5X,0.3402,0.4244
refmac,4NPJ,0.3334,0.3628
refmac,4NUF,0.3706,0.43
refmac,4NWZ,0.2632,0.3215
refmac,4O62,0.4053,0.4298
refmac,4O92,0.4115,0.4602
refmac,4OC8,0.4016,0.4538
refmac,4OF8,0.263,0.3008
refmac,4OFF,0.4418,0.5003
refmac,4OX3,0.2804,0.3172
refmac,4PDE,0.2218,0.2801
refmac,4PFS,0.24,0.3142
refmac,4PQZ,0.2828,0.2988
refmac,4PRA,0.3752,0.3774
refmac,4PSI,0.374,0.4363
refmac,4PV4,0.2648,0.288
refmac,4Q13,0.2482,0.2837
refmac,4Q63,0.3532,0.4192
refmac,4QH8,0.2512,0.2919
refmac,4QKO,0.2972,0.3414
refmac,4QN8,0.2857,0.3214
refmac,4QQR,0.2366,0.297
refmac,4QTP,0.2543,0.2871
refmac,4QXA,0.2747,0.3388
refmac,4R10,0.2412,0.2625
refmac,4RHO,0.3227,0.3777
refmac,4RK2,0.4266,0.4925
refmac,4RO5,0.3954,0.4339
refmac,4RQM,0.3205,0.3292
refmac,4TWL,0.2384,0.3001
refmac,4U7A,0.2346,0.2605
refmac,4UCI,0.458,0.4763
refmac,4UDA,0.2844,0.3006
refmac,4UDP,0.2277,0.2676
refmac,4UWX,0.3063,0.3398
refmac,4UYI,0.3107,0.3097
refmac,4V15,0.239,0.26
refmac,4W2R,0.2395,0.3097
refmac,4WAL,0.3539,0.3887
refmac,4WIP,0.3024,0.3366
refmac,4WWM,0.2747,0.3175
refmac,4X3E,0.2442,0.2826
refmac,4XLG,0.2644,0.2949
refmac,4ZSF,0.4142,0.4283
refmac,4ZV9,0.2723,0.3011
refmac,5A0T,0.2309,0.2523
refmac,5AA5,0.2697,0.3299
refmac,5AD0,0.3061,0.396
refmac,5B5I,0.4549,0.4868
refmac,5B5Q,0.2515,0.2796
refmac,5BOV,0.2451,0.2639
refmac,5BV6,0.4457,0.5026
refmac,5C5V,0.3588,0.3854
refmac,5C7F,0.2852,0.3315
refmac,5C8H,0.3076,0.3547
refmac,5CVR,0.2653,0.3106
refmac,5D5H,0.2158,0.2593
refmac,5DAY,0.3248,0.3922
refmac,5DBE,0.2343,0.2942
refmac,5DRM,0.2477,0.2761
refmac,5000000000000000.0,0.2658,0.3361
refmac,5EBB,0.2935,0.3439
refmac,5EG2,0.2489,0.2541
refmac,5EGE,0.2441,0.2784
refmac,5ETA,0.2941,0.3546
refmac,5G09,0.2387,0.2716
refmac,5G23,0.2527,0.2758
refmac,5G4I,0.2468,0.2594
refmac,5GHR,0.2828,0.3492
refmac,5GJM,0.2094,0.2739
refmac,5GKV,0.2329,0.2782
refmac,5GOX,0.5034,0.5542
refmac,5GZI,0.2535,0.3014
refmac,5H5Y,0.3215,0.3749
refmac,5HRJ,0.3036,0.3419
refmac,5I2H,0.2826,0.2992
refmac,5I47,0.2974,0.3265
refmac,5I9E,0.3023,0.3804
refmac,5IAW,0.3189,0.3806
refmac,5IQM,0.3049,0.3218
refmac,5IY4,0.2704,0.3239
refmac,5IYX,0.2484,0.3045
refmac,5J0A,0.3622,0.402
refmac,5J4A,0.2565,0.3083
refmac,5J9K,0.3112,0.3658
refmac,5JD9,0.2632,0.296
refmac,5JHO,0.244,0.3074
refmac,5JI5,0.241,0.3024
refmac,5JTA,0.2061,0.2394
refmac,5K2X,0.3768,0.3968
refmac,5K6S,0.2902,0.3397
refmac,5LTD,0.2546,0.2965
refmac,5LU2,0.2516,0.3168
refmac,5LW0,0.2447,0.2678
refmac,5ME9,0.2674,0.342
refmac,5MLK,0.2452,0.2715
refmac,5MLZ,0.3124,0.3463
refmac,5MXY,0.3561,0.386
refmac,5N6H,0.2284,0.2636
refmac,5N8R,0.3574,0.406
refmac,5NTB,0.2274,0.2393
refmac,5O6B,0.4417,0.4818
refmac,5OF1,0.3009,0.329
refmac,5OF9,0.2822,0.3074
refmac,5OMB,0.3962,0.4443
refmac,5OU8,0.3692,0.4198
refmac,5Q1D,0.3729,0.4249
refmac,5Q1H,0.3606,0.4294
refmac,5SVE,0.2748,0.3287
refmac,5T0K,0.317,0.3689
refmac,5T0M,0.296,0.3587
refmac,5T1G,0.2998,0.3486
refmac,5TDY,0.4396,0.4829
refmac,5TJA,0.2755,0.3163
refmac,5TLD,0.2636,0.3326
refmac,5TM9,0.2482,0.309
refmac,5TTA,0.2804,0.3217
refmac,5TV7,0.247,0.2771
refmac,5U6K,0.2972,0.3349
refmac,5UQP,0.462,0.4949
refmac,5UV4,0.2345,0.2864
refmac,5UX5,0.2479,0.3032
refmac,5UXG,0.2475,0.286
refmac,5UZU,0.2511,0.3143
refmac,5V8W,0.3281,0.3899
refmac,5VIA,0.2734,0.2816
refmac,5VLB,0.2338,0.2882
refmac,5VQG,0.3975,0.4219
refmac,5WB4,0.2903,0.3349
refmac,5WJQ,0.5659,0.5855
refmac,5WRR,0.2895,0.3285
refmac,5WWW,0.3702,0.3041
refmac,5X6S,0.2203,0.2538
refmac,5XG9,0.2807,0.3102
refmac,5XHW,0.262,0.282
refmac,5XMZ,0.2976,0.3409
refmac,5XRW,0.3668,0.4322
refmac,5XUK,0.3068,0.3806
refmac,5XUQ,0.2842,0.361
refmac,5XVW,0.2557,0.2874
refmac,5Y9I,0.2941,0.33
refmac,5YAY,0.2917,0.3173
refmac,5Z6D,0.2498,0.285
refmac,5Z6V,0.2668,0.3154
refmac,5Z8L,0.2895,0.3464
refmac,5ZOO,0.2407,0.2493
refmac,6A0E,0.235,0.3014
refmac,6A93,0.4888,0.479
refmac,6AF3,0.3975,0.4668
refmac,6AGI,0.2488,0.3051
refmac,6B8Q,0.4051,0.466
refmac,6CGO,0.3779,0.4115
refmac,6COK,0.2355,0.277
refmac,6CQL,0.3713,0.4103
refmac,6CW5,0.3162,0.3471
refmac,6D2V,0.2533,0.2751
refmac,6D97,0.196,0.2432
refmac,6DDT,0.2457,0.2968
refmac,6DF3,0.2469,0.3029
refmac,6E0M,0.293,0.3191
refmac,6EC7,0.3487,0.3865
refmac,6EUS,0.2565,0.3021
refmac,6EWJ,0.2603,0.3078
refmac,6EYS,0.2399,0.2872
refmac,6F1S,0.2694,0.2886
refmac,6FJU,0.3576,0.3805
refmac,6FOK,0.2497,0.281
refmac,6FX6,0.299,0.3645
refmac,6GBS,0.3669,0.4182
refmac,6GP7,0.3096,0.3363
refmac,6GXS,0.2639,0.2956
refmac,6HFG,0.2631,0.2936
refmac,6I1R,0.2253,0.2729
refmac,6I50,0.2184,0.2353
refmac,6IIW,0.4265,0.4265
refmac,6IQJ,0.2594,0.3407
refmac,6IR8,0.4511,0.4743
refmac,6J17,0.2763,0.2918
refmac,6J72,0.3289,0.3839
refmac,6J7Y,0.2406,0.2807
refmac,6JC4,0.2478,0.2959
refmac,6JJW,0.5247,0.5049
refmac,6JZA,0.2677,0.3167
refmac,6K6R,0.2663,0.2817
refmac,6L8E,0.4468,0.4744
refmac,6L9F,0.3094,0.3655
refmac,6LKG,0.2406,0.284
refmac,6M20,0.4099,0.456
refmac,6N5U,0.2426,0.3056
refmac,6O6N,0.2667,0.2949
refmac,6OHI,0.434,0.5386
refmac,6PEU,0.2855,0.3265
refmac,6PJQ,0.2935,0.3574
refmac,6PNP,0.2787,0.3057
refmac,6PUP,0.2978,0.3299
refmac,6R0L,0.2673,0.395
refmac,6R6T,0.2233,0.2807
refmac,6RFT,0.2724,0.3199
refmac,6RPT,0.337,0.3802
refmac,6RR0,0.4615,0.4799
refmac,6RSN,0.2776,0.2848
refmac,6S2P,0.3511,0.4046
refmac,6SRB,0.3044,0.3262
refmac,6SXW,0.2669,0.3859
refmac,6T80,0.2579,0.3262
refmac,6TCT,0.3185,0.3633
refmac,6TT5,0.2646,0.2976
refmac,6TWJ,0.2489,0.2759
refmac,6U2D,0.3105,0.3278
refmac,6U75,0.2356,0.2928
refmac,6UB7,0.2429,0.2552
refmac,6V7M,0.4041,0.446
refmac,6VD8,0.4066,0.3966
refmac,6VHI,0.2064,0.2368
refmac,6VPT,0.2496,0.3199
refmac,6VS7,0.5028,0.5322
refmac,6W9K,0.2554,0.2605
refmac,6WT6,0.2685,0.3163
refmac,6XZ6,0.2341,0.3046
refmac,6YFV,0.4035,0.4554
refmac,6Z1S,0.2901,0.3266
refmac,6Z3U,0.46,0.4766
refmac,6ZH1,0.3269,0.4011
refmac,6ZUW,0.3696,0.4054
refmac,7AUI,0.2761,0.3161
refmac,7BV5,0.2908,0.3537
refmac,7BW1,0.2777,0.306
refmac,7C7E,0.4015,0.4836
refmac,7CFD,0.3641,0.4172
refmac,7CWW,0.2994,0.3531
refmac,7D86,0.3148,0.3332
refmac,7DUF,0.5143,0.5146
refmac,7E2E,0.3925,0.4776
refmac,7EWF,0.3155,0.3799
refmac,7F9K,0.429,0.4751
refmac,7F9M,0.2693,0.3136
refmac,7FHR,0.2607,0.3031
refmac,7JI4,0.3387,0.3658
refmac,7JN9,0.5512,0.571
refmac,7K3J,0.2972,0.3418
refmac,7KQ0,0.2746,0.3391
refmac,7LF4,0.2659,0.3299
phenix,1A0F,0.2212,0.2495
phenix,1A46,0.3075,0.3428
phenix,1A4I,0.3142,0.3527
phenix,1A7V,0.2259,0.3172
phenix,1AJ6,0.2788,0.337
phenix,1AK5,0.2134,0.2302
phenix,1ANU,0.1963,0.2635
phenix,1APX,0.2402,0.2915
phenix,1AQZ,0.2304,0.2654
phenix,1B9K,0.2301,0.2692
phenix,1BIA,0.2767,0.3485
phenix,1BM7,0.2136,0.2506
phenix,1BX0,0.2351,0.2825
phenix,1BXE,0.3265,0.3308
phenix,1BYW,0.237,0.2594
phenix,1C3F,0.253,0.3175
phenix,1CI0,0.2338,0.2838
phenix,1CSM,0.2116,0.2509
phenix,1DAW,0.2542,0.2948
phenix,1DLM,0.2162,0.2563
phenix,1DQ3,0.3254,0.3723
phenix,1DQ8,0.2056,0.2811
phenix,1e+79,0.31,0.3623
phenix,1EJ1,0.2505,0.3081
phenix,1EJH,0.2585,0.3005
phenix,1ETE,0.2731,0.352
phenix,1EZW,0.2381,0.2438
phenix,1F97,0.2053,0.2565
phenix,1FG3,0.2408,0.3016
phenix,1FIO,0.3908,0.4156
phenix,1FKM,0.2724,0.3103
phenix,1FSI,0.2753,0.3266
phenix,1GHW,0.3547,0.4149
phenix,1GPQ,0.2528,0.2973
phenix,1GQ8,0.2385,0.2515
