engine,code,r_work,r_free
ml_noalpha,5T0M,0.3016,0.3705
ml_noalpha,5T1G,0.29,0.3005
ml_noalpha,5T6J,0.3103,0.3981
ml_noalpha,5TDY,0.4742,0.5136
ml_noalpha,5TJA,0.2579,0.3273
ml_noalpha,5TLD,0.2399,0.3231
ml_noalpha,5TM9,0.257,0.3205
ml_noalpha,5TTA,0.2746,0.3179
ml_noalpha,5TV7,0.2537,0.2902
ml_noalpha,5U6K,0.2467,0.2974
ml_noalpha,5UQP,0.5198,0.5749
ml_noalpha,5UV4,0.2507,0.3038
ml_noalpha,5UX5,0.2566,0.3167
ml_noalpha,5UXG,0.2428,0.2786
ml_noalpha,5UZU,0.2537,0.3248
ml_noalpha,5V8W,0.3155,0.3675
ml_noalpha,5VIA,0.2746,0.2987
ml_noalpha,5VLB,0.238,0.3034
ml_noalpha,5VQG,0.4555,0.4745
ml_noalpha,5WB4,0.286,0.3419
ml_noalpha,5WJQ,0.5798,0.6055
ml_noalpha,5WRR,0.3171,0.3555
ml_noalpha,5WWW,0.3592,0.3198
ml_noalpha,5X6S,0.2207,0.2621
ml_noalpha,5XG9,0.2793,0.31
ml_noalpha,5XHW,0.2578,0.2848
ml_noalpha,5XMZ,0.2797,0.3446
ml_noalpha,5XRW,0.307,0.3989
ml_noalpha,5XUK,0.2757,0.302
ml_noalpha,5XUQ,0.2529,0.344
ml_noalpha,5XVW,0.2501,0.286
ml_noalpha,5Y9I,0.2839,0.3383
ml_noalpha,5YAY,0.2931,0.3243
ml_noalpha,5Z6D,0.2414,0.2882
ml_noalpha,5Z6V,0.2471,0.3128
ml_noalpha,5Z8L,0.2866,0.3591
ml_noalpha,5ZOO,0.2387,0.2551
ml_noalpha,6A0E,0.2359,0.3116
ml_noalpha,6A93,0.4969,0.5307
ml_noalpha,6AF3,0.4633,0.4959
ml_noalpha,6AGI,0.2891,0.3368
ml_noalpha,6AL9,0.2365,0.2912
ml_noalpha,6B8Q,0.4824,0.513
ml_noalpha,6CGO,0.3718,0.4244
ml_noalpha,6COK,0.232,0.2839
ml_noalpha,6CQL,0.4466,0.4677
ml_noalpha,6CW5,0.317,0.3587
ml_noalpha,6D2V,0.2547,0.298
ml_noalpha,6D97,0.2035,0.2602
ml_noalpha,6DDT,0.241,0.2994
ml_noalpha,6DF3,0.2571,0.3163
ml_noalpha,6E0M,0.2781,0.3022
ml_noalpha,6EC7,0.3171,0.3635
ml_noalpha,6EUS,0.2588,0.3091
ml_noalpha,6EWJ,0.256,0.3131
ml_noalpha,6EYS,0.2327,0.2922
ml_noalpha,6F1S,0.2651,0.29
ml_noalpha,6FJU,0.3519,0.372
ml_noalpha,6FOK,0.2575,0.2886
ml_noalpha,6FX6,0.2854,0.3622
ml_noalpha,6GBS,0.3683,0.4158
ml_noalpha,6GP7,0.2942,0.3161
ml_noalpha,6GXS,0.2518,0.2957
ml_noalpha,6HFG,0.2953,0.3251
ml_noalpha,6HR7,0.2294,0.2919
ml_noalpha,6I1R,0.2467,0.2867
ml_noalpha,6I50,0.217,0.2301
ml_noalpha,6IIW,0.4263,0.4348
ml_noalpha,6ILR,0.2555,0.3036
ml_noalpha,6IQJ,0.2448,0.3429
ml_noalpha,6IR8,0.5038,0.5183
ml_noalpha,6J17,0.2798,0.3126
ml_noalpha,6J72,0.3336,0.3937
ml_noalpha,6J7Y,0.2445,0.2788
ml_noalpha,6JC4,0.2406,0.3067
ml_noalpha,6JJW,0.5776,0.5972
ml_noalpha,6JZA,0.3067,0.3459
ml_noalpha,6K6R,0.2664,0.289
ml_noalpha,6L8E,0.5139,0.5133
ml_noalpha,6L9F,0.4244,0.4571
ml_noalpha,6LKG,0.244,0.2938
ml_noalpha,6M20,0.4525,0.4974
ml_noalpha,6N5U,0.2281,0.2977
ml_noalpha,6O6N,0.264,0.3049
ml_noalpha,6OAE,0.2824,0.3345
ml_noalpha,6OHI,0.5478,0.6335
ml_noalpha,6PEU,0.343,0.3705
ml_noalpha,6PJQ,0.3094,0.3846
ml_noalpha,6PNP,0.2777,0.3052
ml_noalpha,6PUP,0.2921,0.3404
ml_noalpha,6R0L,0.3498,0.3991
ml_noalpha,6R6T,0.2442,0.305
ml_noalpha,6RFT,0.2807,0.3334
ml_noalpha,6RPT,0.3405,0.4004
ml_noalpha,6RR0,0.3831,0.4251
ml_noalpha,6RSN,0.2662,0.302
ml_noalpha,6S2P,0.3294,0.4084
ml_noalpha,6SRB,0.2852,0.3095
ml_noalpha,6SXW,0.3125,0.4433
ml_noalpha,6T80,0.2689,0.3418
ml_noalpha,6TCT,0.3253,0.3663
ml_noalpha,6TT5,0.2587,0.2966
ml_noalpha,6TWJ,0.2526,0.2891
ml_noalpha,6U2D,0.2958,0.3393
ml_noalpha,6U75,0.2517,0.3065
ml_noalpha,6UB7,0.2411,0.263
ml_noalpha,6V7M,0.4603,0.5304
ml_noalpha,6VD8,0.297,0.3714
ml_noalpha,6VHI,0.2059,0.2138
ml_noalpha,6VPT,0.2541,0.3198
ml_noalpha,6VS7,0.5409,0.5469
ml_noalpha,6W9K,0.2615,0.2688
ml_noalpha,6WT6,0.2545,0.306
ml_noalpha,6XZ6,0.2696,0.3309
ml_noalpha,6YFV,0.4957,0.5105
ml_noalpha,6Z1S,0.2647,0.3156
ml_noalpha,6Z3U,0.4777,0.51
ml_noalpha,6ZH1,0.3401,0.4087
ml_noalpha,6ZUW,0.3533,0.404
ml_noalpha,7AUI,0.2871,0.3271
ml_noalpha,7BV5,0.3171,0.3694
ml_noalpha,7BW1,0.2919,0.3145
ml_noalpha,7C7E,0.4427,0.477
ml_noalpha,7CFD,0.3604,0.4378
ml_noalpha,7CWW,0.2801,0.3281
ml_noalpha,7D86,0.3239,0.3453
ml_noalpha,7DUF,0.4891,0.5219
ml_noalpha,7E2E,0.3795,0.4739
ml_noalpha,7EWF,0.3517,0.3767
ml_noalpha,7F9K,0.3902,0.4421
ml_noalpha,7F9M,0.2924,0.337
ml_noalpha,7FHR,0.2702,0.321
ml_noalpha,7JI4,0.3603,0.4253
ml_noalpha,7JN9,0.6039,0.5685
ml_noalpha,7K3J,0.3105,0.334
ml_noalpha,7KQ0,0.2786,0.3491
ml_noalpha,7LF4,0.2664,0.3185
ml,1A0F,0.2156,0.2468
ml,1A46,0.3363,0.3594
ml,1A4I,0.2991,0.3452
ml,1A7V,0.2467,0.3152
ml,1AJ6,0.2886,0.3194
ml,1AK5,0.2058,0.2261
ml,1ANU,0.2007,0.2737
ml,1APX,0.2516,0.3003
ml,1AQZ,0.2329,0.2693
ml,1AT0,0.2763,0.3314
ml,1B9K,0.2292,0.2852
ml,1BIA,0.2852,0.3561
ml,1BM7,0.2065,0.2455
ml,1BQG,0.2112,0.2404
ml,1BX0,0.2283,0.2784
ml,1BXE,0.3087,0.3302
ml,1BYW,0.2498,0.2591
ml,1C3F,0.2529,0.3151
ml,1CI0,0.2581,0.2884
ml,1CSM,0.2151,0.2498
ml,1DAW,0.2577,0.3067
ml,1DLM,0.2186,0.2646
ml,1DQ3,0.328,0.3798
ml,1DQ8,0.2147,0.2873
ml,1E79,0.3471,0.3753
ml,1EJ1,0.2632,0.3079
ml,1EJH,0.2603,0.297
ml,1ETE,0.2839,0.3547
ml,1EZW,0.2296,0.2425
ml,1F97,0.2462,0.2821
ml,1FG3,0.2554,0.3103
ml,1FIO,0.3803,0.4299
ml,1FKM,0.2688,0.3093
ml,1FSI,0.2833,0.3229
ml,1GHW,0.3479,0.4083
ml,1GPQ,0.2432,0.2908
ml,1GQ8,0.2307,0.2516
ml,1GQ9,0.4027,0.3945
ml,1GUI,0.2698,0.3123
ml,1GYJ,0.2597,0.3151
ml,1H8V,0.2386,0.2779
ml,1HN0,0.2395,0.2762
ml,1HNO,0.2247,0.2562
ml,1HTN,0.186,0.2037
ml,1I1N,0.2482,0.2788
ml,1I3A,0.2682,0.3345
ml,1IDQ,0.1974,0.2256
ml,1IKN,0.3488,0.3744
ml,1ITK,0.2452,0.2925
ml,1J3P,0.2411,0.2773
ml,1J53,0.291,0.3155
ml,1J5W,0.2636,0.3212
ml,1J8B,0.3635,0.4119
ml,1JAC,0.2575,0.3193
ml,1JAD,0.3686,0.3932
ml,1JN9,0.5152,0.5369
ml,1JU3,0.2382,0.2646
ml,1K6D,0.2414,0.2857
ml,1K7T,0.2728,0.3115
ml,1L9X,0.2165,0.2463
ml,1LNZ,0.4462,0.4801
ml,1M6E,0.2321,0.2412
ml,1N0L,0.3147,0.3674
ml,1N6J,0.3876,0.4204
ml,1O4V,0.2026,0.2426
ml,1O5T,0.3223,0.3944
ml,1O6D,0.2627,0.2961
ml,1OBR,0.1965,0.2254
ml,1OC0,0.2659,0.3354
ml,1OE4,0.2579,0.2962
ml,1OMW,0.2771,0.3335
ml,1OSC,0.2129,0.2593
ml,1OY5,0.3184,0.3548
ml,1P3C,0.1895,0.2254
ml,1P4X,0.3347,0.3606
ml,1PG3,0.2272,0.2792
ml,1PJR,0.3258,0.3578
ml,1PXZ,0.2185,0.2479
ml,1Q15,0.2515,0.3032
ml,1QB5,0.19,0.2415
ml,1QD9,0.2757,0.3301
ml,1QJV,0.2325,0.2753
ml,1QZN,0.2424,0.2924
ml,1R1K,0.2851,0.3323
ml,1R3U,0.2192,0.266
ml,1RFX,0.3379,0.3809
ml,1RHC,0.2195,0.247
ml,1RJ1,0.2444,0.278
ml,1RJD,0.2413,0.2705
ml,1RKG,0.2672,0.3322
ml,1RZN,0.2358,0.2778
ml,1S1C,0.3227,0.3855
ml,1SO2,0.2498,0.2848
ml,1SOT,0.3152,0.3553
ml,1T3I,0.2299,0.266
ml,1TE5,0.3155,0.3526
ml,1TGS,0.2241,0.279
ml,1TML,0.223,0.2525
ml,1TVL,0.2531,0.2917
ml,1U1I,0.2696,0.3242
ml,1UEF,0.3703,0.4014
ml,1UJK,0.2894,0.3297
ml,1UKV,0.3026,0.3411
ml,1UTB,0.2297,0.2641
ml,1UVQ,0.2969,0.3284
ml,1V8Q,0.2824,0.3361
ml,1VB3,0.2431,0.2709
ml,1VCE,0.2563,0.2992
ml,1VDD,0.2718,0.3112
ml,1VER,0.2345,0.268
ml,1VK0,0.2573,0.3039
ml,1VLM,0.2753,0.3304
ml,1VR4,0.2891,0.3441
ml,1W2Y,0.2614,0.291
ml,1W8A,0.2174,0.2819
ml,1WD8,0.2429,0.2924
ml,1WDV,0.2715,0.3049
ml,1WLZ,0.2733,0.2966
ml,1WTJ,0.2479,0.2741
ml,1WTY,0.275,0.3168
ml,1WU2,0.32,0.3624
ml,1WV8,0.3318,0.4299
ml,1WW9,0.2676,0.3054
ml,1X1Q,0.3895,0.4148
ml,1X6O,0.2759,0.2953
ml,1XVS,0.2911,0.3248
ml,1XX1,0.2444,0.276
ml,1Y08,0.2432,0.2947
ml,1Y7O,0.3095,0.3455
ml,1Y8Q,0.2286,0.2632
ml,1Y98,0.2617,0.3275
ml,1YEM,0.245,0.2835
ml,1YK3,0.2586,0.3057
ml,1YMQ,0.2236,0.2597
ml,1YRX,0.453,0.5205
ml,1Z05,0.3194,0.3485
ml,1Z3X,0.2544,0.2826
ml,1ZEJ,0.3574,0.3869
ml,1ZJ8,0.2438,0.2876
ml,1ZKL,0.244,0.2676
ml,1ZZ0,0.223,0.2474
ml,2A25,0.2822,0.3352
ml,2A3V,0.4423,0.4676
ml,2A65,0.2407,0.2641
ml,2A9S,0.2244,0.24
ml,2ACJ,0.4634,0.501
ml,2AE0,0.4526,0.4872
ml,2AG0,0.229,0.2823
ml,2AHR,0.2927,0.3444
ml,2AP2,0.5081,0.5377
ml,2AQ4,0.3146,0.3455
ml,2B2N,0.2901,0.3201
ml,2B3X,0.378,0.4151
ml,2B5E,0.396,0.4108
ml,2B7O,0.2671,0.3021
ml,2BON,0.2661,0.3161
ml,2BTY,0.2935,0.3456
ml,2C8X,0.3899,0.4246
ml,2C90,0.3817,0.4401
ml,2CB4,0.2511,0.2909
ml,2CCH,0.3141,0.3477
ml,2CCM,0.2449,0.279
ml,2CKL,0.3123,0.3497
ml,2CZV,0.253,0.2942
ml,2D0T,0.2337,0.2745
ml,2D68,0.2829,0.2655
ml,2DOB,0.5584,0.5924
ml,2DQ6,0.2485,0.2684
ml,2DRY,0.3192,0.4175
ml,2DX6,0.289,0.3649
ml,2E1M,0.4836,0.5541
ml,2EO4,0.2709,0.3162
ml,2EU9,0.2677,0.2893
ml,2EXU,0.5013,0.5127
ml,2F1F,0.2611,0.292
ml,2F2E,0.2821,0.3222
ml,2F8L,0.2481,0.2683
ml,2F9I,0.2363,0.2691
ml,2F9Z,0.2667,0.3311
ml,2FEX,0.2966,0.3322
ml,2FFF,0.2372,0.2968
ml,2FH9,0.3545,0.3918
ml,2FTX,0.283,0.374
ml,2G9W,0.4002,0.418
ml,2GA1,0.4885,0.5079
ml,2GA9,0.2549,0.3227
ml,2GD9,0.3197,0.3461
ml,2GT1,0.2853,0.3383
ml,2GUH,0.3418,0.3639
ml,2HXW,0.2711,0.2949
ml,2I53,0.2295,0.256
ml,2I7H,0.2603,0.3037
ml,2IJE,0.2621,0.3052
ml,2IO7,0.225,0.2802
ml,2IUC,0.2276,0.2721
ml,2IVF,0.2865,0.3256
ml,2IVM,0.1996,0.2268
ml,2JAC,0.2435,0.2911
ml,2JBV,0.247,0.2909
ml,2JFN,0.2514,0.267
ml,2JH3,0.259,0.2966
ml,2NLY,0.2204,0.2377
ml,2NN4,0.2522,0.3076
ml,2NTX,0.3454,0.3865
ml,2NVN,0.3091,0.3285
ml,2OD8,0.287,0.352
ml,2OO2,0.2347,0.2666
ml,2OO3,0.2046,0.2426
ml,2P0U,0.2202,0.2618
ml,2P1L,0.2834,0.3427
ml,2P38,0.305,0.3478
ml,2P62,0.2511,0.2876
ml,2P8J,0.2812,0.318
ml,2P8Q,0.3258,0.3649
ml,2PAV,0.2705,0.3014
ml,2PJS,0.2636,0.319
ml,2PK9,0.3128,0.3653
ml,2PN0,0.3639,0.4087
ml,2PQN,0.3302,0.3451
ml,2PQV,0.2674,0.3013
ml,2PY2,0.2544,0.2909
ml,2Q1Z,0.4359,0.4588
ml,2QCO,0.296,0.3127
ml,2QE9,0.3247,0.3649
ml,2QH9,0.2766,0.3269
ml,2QHL,0.2639,0.2794
ml,2QKL,0.3077,0.4003
ml,2QL3,0.2652,0.3024
ml,2QM7,0.2873,0.3325
ml,2QML,0.3151,0.3543
ml,2QOS,0.2961,0.3504
ml,2QSV,0.2824,0.3389
ml,2QYA,0.3043,0.3608
ml,2R5F,0.2977,0.3385
ml,2R6R,0.2542,0.308
ml,2RCC,0.2913,0.3261
ml,2RH3,0.232,0.2551
ml,2UZ8,0.2784,0.3324
ml,2V62,0.2501,0.282
ml,2VEF,0.2779,0.3191
ml,2VUN,0.2247,0.2507
ml,2VZB,0.2372,0.2881
ml,2W3X,0.2386,0.2749
ml,2W9Y,0.2763,0.3106
ml,2WDZ,0.2334,0.2781
ml,2WNH,0.2379,0.263
ml,2WP1,0.4505,0.4638
ml,2X1C,0.2154,0.2421
ml,2X26,0.4214,0.4808
ml,2XD0,0.4228,0.4503
ml,2XDO,0.2495,0.2946
ml,2XN4,0.3637,0.3812
ml,2XPI,0.2473,0.2924
ml,2XPL,0.2554,0.3247
ml,2XVS,0.3513,0.4368
ml,2Y9W,0.276,0.3334
ml,2YEU,0.359,0.3925
ml,2YFA,0.3388,0.3795
ml,2YGB,0.2929,0.3275
ml,2YGK,0.3202,0.3494
ml,2YJT,0.2863,0.3377
ml,2YN0,0.2435,0.2752
ml,2Z1D,0.237,0.2813
ml,2Z1Z,0.2111,0.2543
ml,2Z7E,0.35,0.3867
ml,2ZIU,0.4629,0.5
ml,2ZME,0.3109,0.3516
ml,2ZON,0.2355,0.2666
ml,2ZUL,0.2484,0.2787
ml,3A58,0.3378,0.3619
ml,3ADO,0.2259,0.256
ml,3AJW,0.3978,0.4386
ml,3AMH,0.1951,0.2486
ml,3AQG,0.2682,0.3284
ml,3ATQ,0.2396,0.2827
ml,3AV4,0.3201,0.3647
ml,3B23,0.528,0.5117
ml,3B2D,0.2934,0.3583
ml,3B8I,0.2603,0.3071
ml,3BCI,0.2376,0.2961
ml,3BGU,0.3199,0.3565
ml,3BJ6,0.336,0.3675
ml,3BNK,0.2377,0.2907
ml,3BVQ,0.3277,0.3744
ml,3C7J,0.5211,0.5486
ml,3CAX,0.2236,0.2348
ml,3CB0,0.2501,0.2758
ml,3CB5,0.2672,0.3036
ml,3CBM,0.254,0.2893
ml,3CGG,0.285,0.3392
ml,3CMQ,0.2224,0.2631
ml,3CQO,0.2291,0.2761
ml,3CU3,0.416,0.4301
ml,3CXM,0.2445,0.2621
ml,3D1M,0.2713,0.2873
ml,3D49,0.3585,0.3647
ml,3DEE,0.351,0.4326
ml,3DIW,0.3953,0.4435
ml,3DJD,0.2573,0.2966
ml,3DJN,0.2334,0.2216
ml,3DLA,0.2132,0.2605
ml,3DOH,0.2337,0.277
ml,3DXI,0.2935,0.3475
ml,3E7P,0.2429,0.2908
ml,3E8S,0.2694,0.2965
ml,3E8V,0.2612,0.2843
ml,3E98,0.3689,0.4158
ml,3E99,0.3098,0.3164
ml,3EC1,0.339,0.3938
ml,3ED4,0.288,0.3303
ml,3EFY,0.2728,0.3034
ml,3ER7,0.293,0.3293
ml,3EUS,0.2583,0.296
ml,3FBI,0.308,0.3411
ml,3FJU,0.2943,0.3113
ml,3FKK,0.232,0.2579
ml,3FPR,0.2702,0.3038
ml,3FVE,0.2652,0.2963
ml,3FVV,0.2543,0.3021
ml,3G39,0.2299,0.2437
ml,3G3O,0.2517,0.2938
ml,3G6L,0.2626,0.3102
ml,3G85,0.2885,0.3387
ml,3GF6,0.2897,0.3424
ml,3GLR,0.29,0.3247
ml,3GM5,0.3071,0.3918
ml,3GMV,0.3371,0.3923
ml,3GQU,0.3394,0.3571
ml,3GR5,0.2885,0.3236
ml,3GXQ,0.372,0.42
ml,3H1T,0.2675,0.3183
ml,3H6E,0.2689,0.3222
ml,3H6R,0.2348,0.2787
ml,3H7O,0.2259,0.2573
ml,3HBC,0.2897,0.3318
ml,3HHC,0.3584,0.4227
ml,3HL0,0.3213,0.3587
ml,3HST,0.2406,0.2864
ml,3HTK,0.3787,0.4286
ml,3HTV,0.293,0.3577
ml,3I38,0.322,0.3636
ml,3IC8,0.2995,0.3508
ml,3IHU,0.3552,0.4158
ml,3IUG,0.2574,0.2982
ml,3IVB,0.3947,0.4808
ml,3JST,0.2472,0.2862
ml,3JWH,0.2962,0.33
ml,3KFW,0.3328,0.3803
ml,3KGR,0.2625,0.3145
ml,3KKD,0.3438,0.4034
ml,3KKE,0.241,0.2909
ml,3KOL,0.308,0.3683
ml,3KXR,0.3698,0.4344
ml,3KZP,0.3396,0.3845
ml,3L1W,0.2437,0.2708
ml,3L2H,0.2929,0.3201
ml,3L6F,0.3034,0.3345
ml,3LLI,0.3096,0.3129
ml,3LOC,0.306,0.3461
ml,3LS0,0.2314,0.2363
ml,3LW3,0.2497,0.2645
ml,3M1T,0.3558,0.3706
ml,3M91,0.5005,0.4958
ml,3MB2,0.423,0.4405
ml,3MKR,0.2439,0.27
ml,3ML3,0.2704,0.3095
ml,3MML,0.2755,0.3196
ml,3MQ2,0.3006,0.3442
ml,3MV2,0.2574,0.3062
ml,3MYU,0.2496,0.2975
ml,3N39,0.2347,0.2909
ml,3N55,0.2949,0.3032
ml,3N5L,0.2761,0.3126
ml,3N74,0.2276,0.2725
ml,3N9U,0.2519,0.2846
ml,3NJE,0.2744,0.3059
ml,3NO8,0.2589,0.3197
ml,3NYY,0.2867,0.322
ml,3OAP,0.2516,0.2609
ml,3OC7,0.2235,0.251
ml,3OEC,0.2527,0.2946
ml,3OFJ,0.2744,0.3476
ml,3OOQ,0.2543,0.2986
ml,3P86,0.252,0.2952
ml,3PFY,0.3427,0.3772
ml,3PPU,0.2267,0.2636
ml,3PZ8,0.2849,0.3261
ml,3QC1,0.3602,0.3914
ml,3QDO,0.3627,0.3886
ml,3QKL,0.2643,0.3008
ml,3QLA,0.3497,0.3827
ml,3QNM,0.2806,0.3105
ml,3QTA,0.3351,0.3581
ml,3QVJ,0.2669,0.3125
ml,3R0Q,0.2719,0.3343
ml,3R6B,0.4961,0.535
ml,3RAZ,0.272,0.3394
ml,3RLE,0.4513,0.4928
ml,3RQ4,0.2829,0.3238
ml,3RST,0.2152,0.2487
ml,3SF5,0.226,0.2951
ml,3SHW,0.2577,0.2938
ml,3SOL,0.2943,0.3476
ml,3SUZ,0.4126,0.4483
ml,3T0Q,0.2997,0.3505
ml,3T9O,0.2582,0.3098
ml,3TCO,0.2343,0.2906
ml,3THF,0.3003,0.3101
ml,3TIX,0.3385,0.3879
ml,3TSZ,0.2739,0.3279
ml,3TU7,0.4214,0.5119
ml,3TVA,0.2574,0.2753
ml,3U1D,0.3082,0.3505
ml,3U2A,0.3313,0.3532
ml,3U66,0.3419,0.43
ml,3U9L,0.2586,0.3053
ml,3UJ6,0.2424,0.3105
ml,3UN9,0.3411,0.3961
ml,3UNG,0.3059,0.3495
ml,3UTN,0.2365,0.2699
ml,3UVO,0.2498,0.3417
ml,3V70,0.2399,0.3073
ml,3VD8,0.5095,0.6029
ml,3VEP,0.5157,0.534
ml,3VFO,0.3217,0.3553
ml,3VFP,0.3636,0.3999
ml,3VHL,0.3176,0.3749
ml,3VPB,0.2676,0.2976
ml,3VRJ,0.3552,0.405
ml,3VSM,0.2352,0.2762
ml,3VST,0.2231,0.252
ml,3VUQ,0.2983,0.3318
ml,3VYN,0.2255,0.2701
ml,3W0L,0.3415,0.3897
ml,3W3T,0.2873,0.349
ml,3W3W,0.2565,0.2921
ml,3W56,0.2651,0.3079
ml,3W8W,0.2659,0.3306
ml,3WNV,0.2582,0.3027
ml,3WTQ,0.2778,0.3075
ml,3WW1,0.2233,0.2693
ml,3X0X,0.2214,0.2744
ml,3ZH9,0.2539,0.286
ml,3ZIE,0.256,0.3113
ml,4AK1,0.4104,0.4366
ml,4ALY,0.2305,0.2651
ml,4AOM,0.2721,0.3274
ml,4AUP,0.2621,0.3298
ml,4B18,0.2349,0.2747
ml,4BU1,0.3931,0.4679
ml,4BVE,0.281,0.3224
ml,4BX9,0.272,0.3167
ml,4C1S,0.2455,0.2883
ml,4C6R,0.2821,0.3256
ml,4CE5,0.2366,0.2547
ml,4CGB,0.5401,0.5736
ml,4CH9,0.2439,0.2643
ml,4CKT,0.3873,0.3529
ml,4CLF,0.3066,0.3432
ml,4CSO,0.2363,0.3088
ml,4D51,0.2693,0.3195
ml,4DA2,0.2523,0.2964
ml,4DOV,0.3296,0.3369
ml,4EOY,0.3747,0.4394
ml,4EWI,0.3771,0.4338
ml,4EX5,0.2496,0.2856
ml,4F0F,0.3005,0.3344
ml,4F27,0.2849,0.3349
ml,4FC4,0.2149,0.2499
ml,4FE9,0.2476,0.2786
ml,4FIX,0.2395,0.2824
ml,4FYU,0.2669,0.3028
ml,4G3H,0.3354,0.3884
ml,4GMV,0.2652,0.3233
ml,4H9D,0.3434,0.3993
ml,4HIA,0.289,0.344
ml,4HJW,0.256,0.2998
ml,4HKA,0.2873,0.3139
ml,4HUJ,0.2671,0.3164
ml,4ICH,0.2691,0.3246
ml,4IDI,0.285,0.3136
ml,4JGX,0.258,0.2991
ml,4JHN,0.2147,0.25
ml,4JLX,0.2725,0.307
ml,4JX2,0.3825,0.4314
ml,4K36,0.304,0.3443
ml,4KH9,0.2673,0.3085
ml,4KYQ,0.2647,0.3289
ml,4L7Z,0.2944,0.3362
ml,4L9U,0.4843,0.5435
ml,4LD7,0.2838,0.3271
ml,4LZ2,0.2824,0.327
ml,4MAA,0.2401,0.2761
ml,4ME9,0.286,0.3304
ml,4MG5,0.2579,0.297
ml,4MG6,0.2498,0.3186
ml,4MJG,0.2745,0.3299
ml,4N39,0.3154,0.3528
ml,4N5X,0.3709,0.4356
ml,4NPJ,0.3285,0.3482
ml,4NUF,0.383,0.4271
ml,4NWZ,0.2729,0.3153
ml,4O62,0.4036,0.44
ml,4O92,0.4503,0.4569
ml,4OC8,0.4156,0.4531
ml,4OF8,0.264,0.3014
ml,4OFF,0.469,0.5163
ml,4OX3,0.2737,0.3197
ml,4PDE,0.2546,0.3279
ml,4PFS,0.2618,0.3263
ml,4PQZ,0.2666,0.2913
ml,4PRA,0.2699,0.3098
ml,4PSI,0.4006,0.46
ml,4PV4,0.2498,0.2805
ml,4Q13,0.2743,0.3134
ml,4Q63,0.3366,0.3897
ml,4QH8,0.2448,0.2862
ml,4QKO,0.2914,0.3362
ml,4QN8,0.2851,0.3298
ml,4QQR,0.2598,0.3232
ml,4QTP,0.253,0.2999
ml,4QXA,0.2844,0.35
ml,4R10,0.2322,0.253
ml,4REV,0.3412,0.3768
ml,4RHO,0.3527,0.3974
ml,4RK2,0.4382,0.4963
ml,4RO5,0.3851,0.4177
ml,4RQM,0.3167,0.334
ml,4TWL,0.2442,0.3007
ml,4U7A,0.2362,0.2653
ml,4UCI,0.4946,0.49
ml,4UDA,0.2589,0.2859
ml,4UDP,0.2245,0.2729
ml,4UWX,0.2896,0.3313
ml,4UYI,0.2935,0.3032
ml,4V15,0.2347,0.2625
ml,4W2R,0.2629,0.3152
ml,4WAL,0.3456,0.3873
ml,4WIP,0.2857,0.3383
ml,4WWM,0.2644,0.3153
ml,4X3E,0.248,0.2944
ml,4XLG,0.2641,0.2823
ml,4ZSF,0.4231,0.439
ml,4ZV9,0.2536,0.2877
ml,5A0T,0.2402,0.2631
ml,5AA5,0.2947,0.3457
ml,5AD0,0.4154,0.4471
ml,5B5I,0.4619,0.5239
ml,5B5Q,0.2473,0.288
ml,5BOV,0.2397,0.2679
ml,5BV6,0.4233,0.4585
ml,5C5V,0.3708,0.389
ml,5C7F,0.3002,0.3449
ml,5C8H,0.3095,0.3459
ml,5CVR,0.2878,0.2854
ml,5CX2,0.5125,0.5663
ml,5D5H,0.2309,0.2698
ml,5DAY,0.3517,0.4178
ml,5DBE,0.263,0.3047
ml,5DRM,0.2455,0.2765
ml,5E15,0.2682,0.3197
ml,5EBB,0.3226,0.3789
ml,5EG2,0.2473,0.2616
ml,5EGE,0.2436,0.2793
ml,5ETA,0.2861,0.3315
ml,5G09,0.237,0.2791
ml,5G23,0.2527,0.2843
ml,5G4I,0.2418,0.2574
ml,5GHR,0.3088,0.3617
ml,5GJM,0.3493,0.3823
ml,5GKV,0.2268,0.2785
ml,5GOX,0.5013,0.5591
ml,5GZI,0.2559,0.3127
ml,5H5Y,0.317,0.3682
ml,5HRJ,0.2916,0.3363
ml,5I2H,0.2675,0.2815
ml,5I47,0.2895,0.3358
ml,5I9E,0.3172,0.3725
ml,5IAW,0.3118,0.3627
ml,5IQM,0.2998,0.3253
ml,5IY4,0.345,0.3752
ml,5IYX,0.275,0.3344
ml,5J0A,0.3924,0.4221
ml,5J4A,0.2569,0.3163
ml,5J9K,0.3291,0.3657
ml,5JD9,0.2603,0.2975
ml,5JHO,0.2731,0.3284
ml,5JI5,0.2405,0.3073
ml,5JTA,0.2284,0.2703
ml,5K2X,0.3681,0.3878
ml,5K6S,0.28,0.2997
ml,5LTD,0.2695,0.317
ml,5LU2,0.2851,0.3357
ml,5LW0,0.2432,0.2768
ml,5ME9,0.2837,0.3416
ml,5MLK,0.2455,0.2812
ml,5MLZ,0.3011,0.3292
ml,5MXY,0.3502,0.3672
ml,5N6H,0.2491,0.2783
ml,5N8R,0.3342,0.3766
ml,5NTB,0.2242,0.2355
ml,5O51,0.2773,0.3378
ml,5O6B,0.4257,0.4609
ml,5OF1,0.3001,0.3502
ml,5OF9,0.2838,0.3072
ml,5OMB,0.4064,0.4472
ml,5OU8,0.3648,0.3826
ml,5Q1D,0.3639,0.4073
